,date,category,connections
1030,2024-02-24,win + letter,"['wind', 'wine', 'wing', 'wink']"
1031,2024-02-24,manufacturing locations,"['factory', 'mill', 'plant', 'shop']"
1032,2024-02-25,words beginning with instruments,"['bassinet', 'cellophane', 'harpoon', 'organism']"
1033,2024-02-25,fencing equipment,"['foil', 'glove', 'jacket', 'mask']"
1034,2024-02-25,flexible,"['elastic', 'limber', 'plastic', 'supple']"
1035,2024-02-25,walk heavily,"['lumber', 'plod', 'stomp', 'trudge']"
1036,2024-02-26,"art movements, with -ism","['expression', 'manner', 'romantic', 'surreal']"
1037,2024-02-26,ilk,"['kind', 'sort', 'type', 'variety']"
1038,2024-02-26,"stand up to, as a challenge","['brave', 'confront', 'face', 'meet']"
1039,2024-02-26,basic tastes,"['bitter', 'salty', 'sour', 'sweet']"
1040,2024-02-27,___ ladder,"['corporate', 'rope', 'salmon', 'word']"
1041,2024-02-27,kinds of crackers,"['animal', 'goldfish', 'oyster', 'ritz']"
1042,2024-02-27,gymnastics positions,"['pike', 'split', 'straddle', 'tuck']"
1043,2024-02-27,'80s fashion trends,"['headband', 'mullet', 'neon', 'spandex']"
1044,2024-02-28,double ___,"['date', 'dutch', 'jeopardy', 'space']"
1045,2024-02-28,kinds of heels,"['cuban', 'kitten', 'stiletto', 'wedge']"
1046,2024-02-28,track and field equipment,"['hammer', 'hurdle', 'javelin', 'pole']"
1047,2024-02-28,"cheeses, familiarly","['american', 'blue', 'jack', 'swiss']"
1048,2024-02-29,animals backward,"['drib', 'flow', 'reed', 'tang']"
1049,2024-02-29,period,"['age', 'day', 'era', 'time']"
1050,2024-02-29,place to store valuables,"['chest', 'coffer', 'safe', 'vault']"
1051,2024-02-29,propel into the air,"['hop', 'jump', 'leap', 'spring']"
1052,2024-03-01,___ bat,"['baseball', 'cricket', 'fruit', 'vampire']"
1053,2024-03-01,disneyland lands,"['adventure', 'fantasy', 'frontier', 'tomorrow']"
1054,2024-03-01,wager,"['bet', 'gamble', 'risk', 'stake']"
1055,2024-03-01,garlic bread ingredients,"['bread', 'butter', 'garlic', 'parsley']"
1056,2024-03-02,what “k” might mean,"['kelvin', 'okay', 'potassium', 'thousand']"
1057,2024-03-02,express indirectly,"['couch', 'imply', 'intimate', 'suggest']"
1058,2024-03-02,units in poetry,"['foot', 'line', 'meter', 'verse']"
1059,2024-03-02,intelligence operative,"['agent', 'asset', 'mole', 'sleeper']"
1060,2024-03-03,belly ___,"['button', 'dance', 'flop', 'laugh']"
1061,2024-03-03,ways to get attention,"['shout', 'snap', 'wave', 'whistle']"
1062,2024-03-03,fall in under pressure,"['buckle', 'cave', 'collapse', 'give']"
1063,2024-03-03,large amount,"['mass', 'sea', 'slew', 'ton']"
1064,2024-03-04,what a mole can be,"['animal', 'birthmark', 'spy', 'unit']"
1065,2024-03-04,seen during easter,"['bunny', 'egg', 'jelly bean', 'peep']"
1066,2024-03-04,colleague,"['associate', 'fellow', 'partner', 'peer']"
1067,2024-03-04,rooms in the game clue,"['hall', 'library', 'lounge', 'study']"
1068,2024-03-05,living ___,"['large', 'legend', 'proof', 'room']"
1069,2024-03-05,"unlikely, as chances","['outside', 'remote', 'slim', 'small']"
1070,2024-03-05,method,"['channel', 'means', 'medium', 'vehicle']"
1071,2024-03-05,pop megastars,"['grande', 'mars', 'styles', 'swift']"
1072,2024-03-06,words ending in clothing,"['foxglove', 'gumshoe', 'turncoat', 'windsock']"
1073,2024-03-06,things a juggler juggles,"['beanbag', 'club', 'ring', 'torch']"
1074,2024-03-06,legal terms,"['action', 'claim', 'complaint', 'lawsuit']"
1075,2024-03-06,parts of an airport,"['hangar', 'runway', 'tarmac', 'terminal']"
1076,2024-03-07,___ dream,"['american', 'fever', 'lucid', 'pipe']"
1077,2024-03-07,associated with “stub”,"['cigarette', 'pencil', 'ticket', 'toe']"
1078,2024-03-07,rid of contents,"['clear', 'drain', 'empty', 'flush']"
1079,2024-03-07,shared,"['collective', 'common', 'joint', 'mutual']"
1080,2024-03-08,birds minus last letter,"['condo', 'haw', 'hero', 'loo']"
1081,2024-03-08,sharp quality,"['bite', 'edge', 'punch', 'spice']"
1082,2024-03-08,ways to preserve food,"['can', 'cure', 'dry', 'freeze']"
1083,2024-03-08,things to sew,"['dart', 'hem', 'pleat', 'seam']"
1084,2024-03-09,space ___,"['bar', 'cadet', 'heater', 'station']"
1085,2024-03-09,universal,"['blanket', 'broad', 'general', 'sweeping']"
1086,2024-03-09,areas of academic focus,"['concentration', 'degree', 'major', 'minor']"
1087,2024-03-09,eat voraciously,"['down', 'inhale', 'scarf', 'wolf']"
1088,2024-03-10,experience a memory lapse,"['blank', 'flake', 'forget', 'space']"
1089,2024-03-10,mac keyboard keys,"['command', 'control', 'option', 'shift']"
1090,2024-03-10,conceal,"['block', 'cover', 'hide', 'obscure']"
1091,2024-03-10,things a dog can fetch,"['ball', 'bone', 'frisbee', 'stick']"
1092,2024-03-11,cat’s ___,"['cradle', 'eye', 'meow', 'pajamas']"
1093,2024-03-11,things in a spa locker room,"['robe', 'slippers', 'towel', 'washcloth']"
1094,2024-03-11,backside,"['booty', 'bum', 'can', 'rear']"
1095,2024-03-11,treat with excessive care,"['baby', 'mother', 'pamper', 'spoil']"
1096,2024-03-12,famous poems,"['daddy', 'harlem', 'howl', 'if']"
1097,2024-03-12,"dog breeds, informally","['boston', 'golden', 'lab', 'pit']"
1098,2024-03-12,including,"['and', 'also', 'plus', 'with']"
1099,2024-03-12,section,"['class', 'division', 'rank', 'tier']"
1100,2024-03-13,gemstone cuts,"['baguette', 'emerald', 'princess', 'radiant']"
1101,2024-03-13,food slang for head,"['bean', 'melon', 'noodle', 'nut']"
1102,2024-03-13,plants with similar flavors,"['anise', 'fennel', 'licorice', 'tarragon']"
1103,2024-03-13,halloween purchases,"['candy', 'costume', 'decorations', 'pumpkin']"
1104,2024-03-14,___-o,"['daddy', 'day', 'jackie', 'jell']"
1105,2024-03-14,homophones of greek letters,"['moo', 'new', 'pie', 'row']"
1106,2024-03-14,volleyball moves,"['bump', 'serve', 'set', 'spike']"
1107,2024-03-14,box office victory,"['hit', 'smash', 'success', 'winner']"
1108,2024-03-15,play ___,"['date', 'dead', 'dirty', 'doh']"
1109,2024-03-15,alibi,"['defense', 'excuse', 'out', 'reason']"
1110,2024-03-15,“my mistake!”,"['apologies', 'oops', 'pardon', 'sorry']"
1111,2024-03-15,criticize,"['blast', 'knock', 'slam', 'trash']"
1112,2024-03-16,notable tv episodes,"['finale', 'pilot', 'premiere', 'special']"
1113,2024-03-16,"examine, as an applicant","['check', 'review', 'screen', 'vet']"
1114,2024-03-16,airline classes,"['business', 'coach', 'first', 'premium']"
1115,2024-03-16,get smaller,"['contract', 'lessen', 'reduce', 'shrink']"
1116,2024-03-17,words after “deep”,"['cut', 'fake', 'freeze', 'six']"
1117,2024-03-17,things that might stink,"['cheese', 'feet', 'garbage', 'skunk']"
1118,2024-03-17,move forward,"['advance', 'march', 'progress', 'push']"
1119,2024-03-17,foolishness,"['absurdity', 'folly', 'madness', 'nonsense']"
1120,2024-03-18,associated with “one”,"['cyclops', 'monologue', 'solitaire', 'unicycle']"
1121,2024-03-18,spirals in nature,"['cyclone', 'galaxy', 'snail', 'sunflower']"
1122,2024-03-18,constellations,"['cygnus', 'gemini', 'orion', 'pegasus']"
1123,2024-03-18,segment of a process,"['cycle', 'phase', 'round', 'stage']"
1124,2024-03-19,second ___,"['fiddle', 'guess', 'nature', 'wind']"
1125,2024-03-19,famous guitarists,"['berry', 'king', 'page', 'waters']"
1126,2024-03-19,pretense,"['affect', 'airs', 'charade', 'front']"
1127,2024-03-19,movie summary info,"['cast', 'genre', 'plot', 'title']"
1128,2024-03-20,starting with rock bands,"['creamsicle', 'journeyman', 'kisscam', 'rushmore']"
1129,2024-03-20,italian demonyms,"['bolognese', 'neapolitan', 'parmesan', 'venetian']"
1130,2024-03-20,camera brands,"['fujifilm', 'hasselblad', 'olympus', 'polaroid']"
1131,2024-03-20,seen at a sports stadium,"['astroturf', 'jumbotron', 'scoreboard', 'skybox']"
1132,2024-03-21,starts of planet names,"['ear', 'mar', 'mer', 'sat']"
1133,2024-03-21,palindromes,"['bib', 'eye', 'gag', 'pop']"
1134,2024-03-21,female animals,"['cow', 'doe', 'ewe', 'hen']"
1135,2024-03-21,"chat, informally","['gab', 'jaw', 'yak', 'yap']"
1136,2024-03-22,things you can set,"['mood', 'record', 'table', 'volleyball']"
1137,2024-03-22,olympic sports,"['breaking', 'hockey', 'skeleton', 'trampoline']"
1138,2024-03-22,apply pressure to,"['crush', 'mash', 'press', 'squash']"
1139,2024-03-22,jumping animals,"['cricket', 'frog', 'hare', 'kangaroo']"
1140,2024-03-23,seen in a passport,"['name', 'photo', 'stamp', 'visa']"
1141,2024-03-23,pursue,"['chase', 'tail', 'track', 'shadow']"
1142,2024-03-23,become aware of,"['discover', 'find', 'learn', 'realize']"
1143,2024-03-23,kudos,"['credit', 'glory', 'praise', 'props']"
1144,2024-03-24,___ wheel,"['cheese', 'color', 'hamster', 'prayer']"
1145,2024-03-24,decisive victory,"['blowout', 'romp', 'rout', 'sweep']"
1146,2024-03-24,fail to attend,"['cut', 'ditch', 'miss', 'skip']"
1147,2024-03-24,yellow-brown shades,"['beige', 'camel', 'khaki', 'tan']"
1148,2024-03-25,tele___,"['commute', 'medicine', 'prompter', 'vision']"
1149,2024-03-25,n.b.a. team player,"['clipper', 'pacer', 'rocket', 'spur']"
1150,2024-03-25,"""step on it!""","['faster', 'go', 'hurry', 'move']"
1151,2024-03-25,how fast something is going,"['clip', 'pace', 'rate', 'speed']"
1152,2024-03-26,solar emanations,"['corona', 'flare', 'light', 'radiation']"
1153,2024-03-26,bring up,"['foster', 'nurse', 'raise', 'rear']"
1154,2024-03-26,plant growths,"['bloom', 'bud', 'shoot', 'sprout']"
1155,2024-03-26,musical instruments,"['bass', 'bassoon', 'harp', 'recorder']"
1156,2024-03-27,___ chip,"['blue', 'computer', 'poker', 'potato']"
1157,2024-03-27,games of chance,"['bingo', 'lottery', 'roulette', 'war']"
1158,2024-03-27,quarrel,"['fight', 'row', 'scrap', 'tiff']"
1159,2024-03-27,update for accuracy,"['amend', 'correct', 'fix', 'revise']"
1160,2024-03-28,things with slots,"['atm', 'casino', 'schedule', 'spatula']"
1161,2024-03-28,kinds of whales,"['blue', 'fin', 'gray', 'right']"
1162,2024-03-28,one flying an airplane,"['ace', 'aviator', 'flier', 'pilot']"
1163,2024-03-28,exited,"['departed', 'left', 'split', 'went']"
1164,2024-03-29,"body parts plus ""y""","['army', 'colony', 'livery', 'shiny']"
1165,2024-03-29,kinds of blue,"['baby', 'navy', 'sky', 'tiffany']"
1166,2024-03-29,disney characters,"['daisy', 'goofy', 'happy', 'lady']"
1167,2024-03-29,especially,"['mighty', 'pretty', 'really', 'very']"
1168,2024-03-30,things in “my favorite things”,"['kettles', 'mittens', 'raindrops', 'whiskers']"
1169,2024-03-30,predicaments,"['binds', 'jams', 'pickles', 'spots']"
1170,2024-03-30,"preserves, as meat","['cans', 'cures', 'salts', 'smokes']"
1171,2024-03-30,breathes heavily,"['gasps', 'huffs', 'pants', 'puffs']"
1172,2024-03-31,___ bear,"['boo-boo', 'brown', 'honey', 'teddy']"
1173,2024-03-31,things that are cinched in the middle,"['corset', 'diabolo', 'hourglass', 'wasp']"
1174,2024-03-31,kinds of water,"['mineral', 'spring', 'still', 'tap']"
1175,2024-03-31,take a tumble,"['fall', 'slip', 'spill', 'trip']"
1176,2024-04-01,letter homophones,"['🐝', '🐑', '👁️', '🫖']"
1177,2024-04-01,horror movies,"['👽', '🧛', '🪚', '😱']"
1178,2024-04-01,words that rhyme,"['🧠', '✈️', '🌧️', '🚂']"
1179,2024-04-01,food slang for money,"['🥓', '🍞', '🥬', '🧀']"
1180,2024-04-02,pasta shapes,"['bowtie', 'elbow', 'tube', 'wheel']"
1181,2024-04-02,seen in “cinderella”,"['ball', 'prince', 'pumpkin', 'slipper']"
1182,2024-04-02,kinds of snakes,"['adder', 'boa', 'mamba', 'moccasin']"
1183,2024-04-02,thrust,"['jab', 'poke', 'prod', 'stick']"
1184,2024-04-03,starts of u.s. states,"['kent', 'mary', 'mass', 'wash']"
1185,2024-04-03,skin types,"['combination', 'dry', 'normal', 'oily']"
1186,2024-04-03,poker actions,"['bet', 'call', 'check', 'fold']"
1187,2024-04-03,benchmark,"['benchmark', 'gauge', 'standard', 'yardstick']"
1188,2024-04-04,___ wrap,"['body', 'bubble', 'gift', 'shrink']"
1189,2024-04-04,thrown in target games,"['axe', 'dart', 'horseshoe', 'ring']"
1190,2024-04-04,exhilaration,"['buzz', 'kick', 'rush', 'thrill']"
1191,2024-04-04,ways to prepare eggs,"['boil', 'fry', 'poach', 'scramble']"
1192,2024-04-05,starting with metals,"['goldilocks', 'ironic', 'leadership', 'tinder']"
1193,2024-04-05,wine tasting descriptors,"['balanced', 'dry', 'full', 'sweet']"
1194,2024-04-05,"carry, as a feeling","['bear', 'harbor', 'hold', 'maintain']"
1195,2024-04-05,pieces of furniture,"['bed', 'chair', 'couch', 'table']"
1196,2024-04-06,horse___,"['fly', 'power', 'radish', 'shoe']"
1197,2024-04-06,collection,"['array', 'battery', 'set', 'series']"
1198,2024-04-06,summer gear,"['hat', 'shorts', 'sunglasses', 'tee']"
1199,2024-04-06,intrinsic motivators,"['desire', 'drive', 'resolve', 'will']"
1200,2024-04-07,___ horse,"['charley', 'crazy', 'dark', 'gift']"
1201,2024-04-07,found in cracker jacks,"['caramel', 'peanuts', 'popcorn', 'prize']"
1202,2024-04-07,sturdy,"['firm', 'solid', 'sound', 'stable']"
1203,2024-04-07,disorderly place,"['dump', 'mess', 'pigpen', 'sty']"
1204,2024-04-08,accessories for mr. peanut,"['cane', 'monocle', 'spat', 'top hat']"
1205,2024-04-08,slang for zero,"['jack', 'love', 'squat', 'zip']"
1206,2024-04-08,dispute,"['clash', 'scrap', 'tangle', 'tiff']"
1207,2024-04-08,brief moment,"['flash', 'heartbeat', 'jiff', 'wink']"
1208,2024-04-09,words before “drum”,"['ear', 'kettle', 'oil', 'steel']"
1209,2024-04-09,heraldry terms,"['arms', 'coat', 'crest', 'shield']"
1210,2024-04-09,hair tools,"['brush', 'comb', 'dryer', 'iron']"
1211,2024-04-09,breadth,"['extent', 'range', 'reach', 'scope']"
1212,2024-04-10,second words in tarantino movies,"['brown', 'dogs', 'fiction', 'unchained']"
1213,2024-04-10,words before “nut”,"['chest', 'coco', 'hazel', 'pea']"
1214,2024-04-10,grassy area,"['field', 'green', 'grounds', 'lawn']"
1215,2024-04-10,person in charge,"['chair', 'chief', 'director', 'head']"
1216,2024-04-11,fast food mascots,"['clown', 'colonel', 'king', 'mermaid']"
1217,2024-04-11,water and gas conduits,"['channel', 'line', 'main', 'pipe']"
1218,2024-04-11,measuring instruments,"['compass', 'ruler', 'scale', 'watch']"
1219,2024-04-11,"haircuts, with “cut”","['bowl', 'buzz', 'crew', 'pixie']"
1220,2024-04-12,items in classic kids’ games,"['domino', 'jack', 'marble', 'stick']"
1221,2024-04-12,become larger,"['balloon', 'mushroom', 'snowball', 'swell']"
1222,2024-04-12,augmentative prefixes,"['hyper', 'super', 'uber', 'ultra']"
1223,2024-04-12,orderly,"['clean', 'neat', 'tidy', 'trim']"
1224,2024-04-13,“i’m a ___” (lyrics in “the joker”),"['joker', 'lover', 'sinner', 'smoker']"
1225,2024-04-13,film departments,"['hair', 'makeup', 'props', 'wardrobe']"
1226,2024-04-13,“the wizard of oz” figures,"['lion', 'scarecrow', 'witch', 'wizard']"
1227,2024-04-13,seen at the circus,"['clown', 'ring', 'tent', 'trapeze']"
1228,2024-04-14,beginning with day abbreviations,"['friar', 'monkey', 'sundry', 'wedding']"
1229,2024-04-14,u.s.-based airlines,"['american', 'frontier', 'spirit', 'united']"
1230,2024-04-14,bit of repetitive training,"['drill', 'exercise', 'practice', 'routine']"
1231,2024-04-14,pull using force,"['rip', 'tear', 'wrench', 'yank']"
1232,2024-04-15,___ effect,"['butterfly', 'domino', 'placebo', 'side']"
1233,2024-04-15,superficial,"['cosmetic', 'external', 'shallow', 'surface']"
1234,2024-04-15,things babies do,"['babble', 'coo', 'crawl', 'nurse']"
1235,2024-04-15,invent as you go,"['ad-lib', 'freestyle', 'improv', 'make up']"
1236,2024-04-16,theater sections,"['balcony', 'box', 'orchestra', 'stage']"
1237,2024-04-16,on the same plane,"['even', 'flat', 'flush', 'level']"
1238,2024-04-16,bit of journalism,"['article', 'feature', 'report', 'story']"
1239,2024-04-16,flabbergast,"['floor', 'rock', 'shock', 'surprise']"
1240,2024-04-17,gathered by spies,"['dirt', 'information', 'intelligence', 'secrets']"
1241,2024-04-17,allotment,"['interest', 'percentage', 'share', 'stake']"
1242,2024-04-17,"heed, as rules","['follow', 'mind', 'observe', 'regard']"
1243,2024-04-17,upright support,"['column', 'pillar', 'pole', 'post']"
1244,2024-04-18,golden ___,"['fleece', 'girls', 'parachute', 'rule']"
1245,2024-04-18,unit abbreviations,"['cal', 'gal', 'in', 'oz']"
1246,2024-04-18,have in mind,"['aim', 'intend', 'mean', 'plan']"
1247,2024-04-18,sidewalk sights,"['curb', 'grate', 'gutter', 'manhole']"
1248,2024-04-19,a-___,"['list', 'ok', 'plus', 'rod']"
1249,2024-04-19,diamond qualities,"['carat', 'clarity', 'color', 'cut']"
1250,2024-04-19,published lines,"['copy', 'text', 'words', 'writing']"
1251,2024-04-19,attach with adhesive,"['adhere', 'glue', 'paste', 'stick']"
1252,2024-04-20,types of knots,"['bend', 'bowline', 'hitch', 'sheepshank']"
1253,2024-04-20,parts of a devil costume,"['goatee', 'horns', 'pitchfork', 'tail']"
1254,2024-04-20,track and field equipment,"['baton', 'hammer', 'hurdle', 'pole']"
1255,2024-04-20,balderdash,"['bunk', 'crock', 'hogwash', 'horsefeathers']"
1256,2024-04-21,ear___,"['drum', 'mark', 'wax', 'wig']"
1257,2024-04-21,starting with the same sound,"['cymbal', 'scimitar', 'simmer', 'symphony']"
1258,2024-04-21,related to trains,"['car', 'conductor', 'station', 'track']"
1259,2024-04-21,embodiment,"['example', 'ideal', 'model', 'symbol']"
1260,2024-04-22,collection of money,"['fund', 'kitty', 'pool', 'pot']"
1261,2024-04-22,stubble,"['fuzz', 'scruff', 'shadow', 'whiskers']"
1262,2024-04-22,adjectives for a basement,"['cold', 'dank', 'dark', 'musty']"
1263,2024-04-22,slang for friend,"['bud', 'chum', 'mate', 'pal']"
1264,2024-04-23,tom hanks movies,"['big', 'philadelphia', 'splash', 'sully']"
1265,2024-04-23,seas,"['baltic', 'black', 'philippine', 'red']"
1266,2024-04-23,terra firma,"['earth', 'ground', 'land', 'soil']"
1267,2024-04-23,throw out,"['boot', 'bounce', 'eject', 'toss']"
1268,2024-04-24,words with “hill”,"['capitol', 'faith', 'foot', 'mole']"
1269,2024-04-24,kinds of skirts,"['mini', 'pencil', 'poodle', 'wrap']"
1270,2024-04-24,metric prefixes,"['kilo', 'mega', 'micro', 'pico']"
1271,2024-04-24,taco toppings,"['cilantro', 'lime', 'onion', 'salsa']"
1272,2024-04-25,___ language,"['body', 'love', 'romance', 'sign']"
1273,2024-04-25,spreadsheet terms,"['cell', 'formula', 'sheet', 'sort']"
1274,2024-04-25,nexus,"['center', 'heart', 'hub', 'nucleus']"
1275,2024-04-25,lab equipment,"['beaker', 'dropper', 'goggles', 'microscope']"
1276,2024-04-26,numbers with first letters replaced by “s”,"['sen', 'sight', 'sine', 'sour']"
1277,2024-04-26,emotionally sway,"['affect', 'impact', 'move', 'touch']"
1278,2024-04-26,catch some rays,"['bake', 'bask', 'sun', 'tan']"
1279,2024-04-26,refined sensibility,"['elegance', 'grace', 'style', 'taste']"
1280,2024-04-27,name homophones,"['curt', 'hairy', 'kneel', 'wane']"
1281,2024-04-27,summary,"['abstract', 'brief', 'digest', 'outline']"
1282,2024-04-27,power issues,"['outage', 'short', 'spike', 'surge']"
1283,2024-04-27,trust as real,"['accept', 'believe', 'buy', 'swallow']"
1284,2024-04-28,___ mary,"['bloody', 'hail', 'proud', 'virgin']"
1285,2024-04-28,analog tv interference,"['fuzz', 'noise', 'snow', 'static']"
1286,2024-04-28,bang into,"['bump', 'butt', 'knock', 'ram']"
1287,2024-04-28,"passionate, as a feeling","['deep', 'extreme', 'fierce', 'intense']"
